activitytype_from,activitytype_to,comment,skos_uri,classification_from,classification_to
ai_0111_38,1111B0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0111_38,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0111_39,1111B0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0111_40,1111B0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_1,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_1,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_2,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_2,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_3,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_4,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_5,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_5,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_6,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_7,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_7,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_8,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_8,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_9,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_10,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_11,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_11,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_12,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_12,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_13,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_13,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_14,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_14,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_15,111400,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_16,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_17,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_17,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_18,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_18,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_20,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_21,1111A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_22,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_23,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_23,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_24,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_25,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_25,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_26,1111A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0126_3,111200,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119_2,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0119_2,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_28,111200,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0113_28,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_SUGB,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_29,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119_1,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0113_30,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_1,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_2,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_4,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_5,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_6,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119_3,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0129_3,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1030_10,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_7,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_8,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0116_9,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0121,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_1,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_2,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_3,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_5,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_6,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_7,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_8,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_9,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_10,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_11,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123_1,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123_2,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123_3,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0123_5,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_1,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_2,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_3,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_5,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_6,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_7,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_8,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_9,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_10,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0124_11,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_1,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_2,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_2,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_3,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_3,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_6,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_7,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_8,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_9,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_10,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_10,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_11,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_12,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_13,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_13,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_14,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_14,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_15,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_16,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1030_11,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1030_12,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1030_13,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_17,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1030_14,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0122_12,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0125_18,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0125_18,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0126,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0126_1,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1073_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0126_2,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0126_4,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0127_1,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0127_2,111300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0127_3,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0127_3,111900,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0127_4,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0129_4,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0129_4,111900,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0128_1,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_2,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_3,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_4,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_5,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_6,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_7,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_8,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_9,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_10,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0119_4,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_11,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_12,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_13,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_14,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0128_15,1111A0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0128_15,111900,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0128_16,111400,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0128_16,111900,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0129_1,111900,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0129_2,111300,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0129_2,111900,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_013,111400,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0141_1,112A00,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0141_1,112120,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0141_2,1121A0,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_0141_2,112120,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0142,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0143,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0144,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0144_1,112A00,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0144_1,112120,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0144_3,112A00,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0144_3,112120,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0145,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0145_1,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0145_2,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0146,112300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0146_1,112300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0146_2,112300,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149_1,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149_2,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149_3,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0149_4,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0144_5,112A00,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_016,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0161,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0162,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0163,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0164,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_017,114000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_02,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_021,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0210,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_022,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0220,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_02,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0220_1,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0220_2,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_023,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0230,113000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_024,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0240,115000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_03,114000,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_05,212100,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_06,211000,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_07,2122A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0729_1,2122A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0729_2,212230,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0729_3,212230,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0729_3,2122A0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0729_4,212230,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0729_5,2122A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0729_6,2122A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0810_1,212310,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_0810_2,2123A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0891,2123A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0892,2123A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0893,2123A0,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_0899,2123A0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_0899,2122A0,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_091,213111,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_099,21311A,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
