name,schema_name,location,url,comment
concpair_bonsai_iea_energy_balance,FlowObjectCorrespondence,concpair_bonsai_iea_energy_balance.csv,,pairwise concocordance table to map to bonsai codes to iea energy balance codes
concpair_bonsai_undata_energy_stats,FlowObjectCorrespondence,concpair_bonsai_undata_energy_stats.csv,,pairwise concocordance table to map to bonsai codes to undata energy stats codes
