# derivatived of cosmic shear data vector from Friedrich&Eifler (2018)
# evaluated at Omega_m = 0.3156 , sigma_8 = 0.831 , w_0 = -1.0
# dx/dOmega_m   dx/dsigma_8   dx/dw0
2.741414767355322799e-05 1.746155702554061295e-05 -9.524501266290129293e-07
1.992753754936504404e-05 1.257068090065989239e-05 -7.751178825390287537e-07
1.451740258482050321e-05 9.021060100510660507e-06 -6.362021036911403958e-07
1.057655787738779463e-05 6.524293672159431364e-06 -5.219265077049369737e-07
7.613844093176706764e-06 4.771943549881421959e-06 -4.212301018363930650e-07
5.311130438561515445e-06 3.509297244028387640e-06 -3.290750357123959170e-07
3.504475652877361228e-06 2.565132161663951327e-06 -2.453221076353677210e-07
2.121781757573248134e-06 1.837938820155407689e-06 -1.722844212328433763e-07
1.124319697896623296e-06 1.273861831099968017e-06 -1.123514025363648472e-07
4.699342543413497773e-07 8.436787683930435362e-07 -6.716013316821966458e-08
9.635667077188938668e-08 5.279726864784668739e-07 -3.686219977224873595e-08
9.191932240901278894e-05 5.477226394116503617e-05 -2.386989015562339075e-06
7.189963857031854129e-05 4.416800460682460735e-05 -1.977050895288619227e-06
5.457105862909640651e-05 3.435499385649788288e-05 -1.606700727162907303e-06
4.041541818435253518e-05 2.581234142010632474e-05 -1.294514809762160130e-06
2.949322863309624068e-05 1.886184756352073493e-05 -1.045854152550644404e-06
2.143878604946365836e-05 1.356652267515624013e-05 -8.527775067670375107e-07
1.562280779089381060e-05 9.741493362626985739e-06 -7.008807534888569047e-07
1.137603424525489893e-05 7.056558905217378113e-06 -5.747044803818999746e-07
8.170640613515760909e-06 5.168948053779164754e-06 -4.624281409794979102e-07
5.672360112920243105e-06 3.803276121510238841e-06 -3.592649360373841837e-07
3.712664807812161839e-06 2.777164804581586457e-06 -2.660503471128060131e-07
2.219628098622967706e-06 1.984982978988810944e-06 -1.852885752439076958e-07
1.150918913961755473e-06 1.370394042817100949e-06 -1.200472156722220513e-07
4.581075944031534555e-07 9.026316286356250706e-07 -7.135230599853702938e-08
7.161875082891109490e-08 5.611053899807626966e-07 -3.829147503530201492e-08
9.857338585893293294e-05 5.905988217100588004e-05 -2.514446611973501539e-06
7.690401309998448382e-05 4.748812456840356249e-05 -2.083138938939980430e-06
5.823132922448143601e-05 3.682721627053916813e-05 -1.694818285338005537e-06
4.305097277814139449e-05 2.759539084197008165e-05 -1.368519948371316002e-06
3.139060255247434918e-05 2.012653061668032460e-05 -1.108852271304193102e-06
2.281841331391606215e-05 1.446578821334064697e-05 -9.069213749409930203e-07
1.663282575795922285e-05 1.039234426847859614e-05 -7.468191096482825527e-07
1.210823328036033712e-05 7.537046982424429118e-06 -6.121144080313412734e-07
8.681088984610706144e-06 5.527187096443697018e-06 -4.917985733858191747e-07
6.003907945812851505e-06 4.068473870910751389e-06 -3.811242323957476233e-07
3.904631847793850152e-06 2.968697473842233334e-06 -2.809381197001481489e-07
2.310212246767340362e-06 2.117757496079696326e-06 -1.944656602925547508e-07
1.176445057289707230e-06 1.457426680029057911e-06 -1.248535641858347612e-07
4.495962246052711788e-07 9.558551704152757296e-07 -7.331056313220521026e-08
4.985312925436946790e-08 5.910819865924836918e-07 -3.900293197342562514e-08
1.468581425414976845e-04 9.185462347215277612e-05 -5.103336719207111221e-06
1.127111687708615563e-04 7.249304057196721189e-05 -4.129462872511729889e-06
8.413915808781717164e-05 5.517270449628264019e-05 -3.300470889625664866e-06
6.161732380067361432e-05 4.068409344718769687e-05 -2.635250794726919451e-06
4.477917109974866711e-05 2.937983214066592505e-05 -2.123056840021187873e-06
3.259468784523706725e-05 2.108053098900754588e-05 -1.729290973452773711e-06
2.378976919506164433e-05 1.522767132010032095e-05 -1.413495514079451403e-06
1.722833824278180749e-05 1.114167017996397084e-05 -1.146219575281280686e-06
1.215736560155613547e-05 8.225072588452198190e-06 -9.034895215368811484e-07
8.157954991982650932e-06 6.060039725492135038e-06 -6.829125630527902680e-07
5.053504399934879956e-06 4.391906003792674718e-06 -4.887936268222210717e-07
2.751335920059730317e-06 3.087585875714224104e-06 -3.265169787430415851e-07
1.194086336195095316e-06 2.078764128118917715e-06 -2.015354063057204501e-07
2.738561538887158751e-07 1.323871217896401657e-06 -1.127931050365713688e-07
-1.689916943608137584e-07 7.894197006901501711e-07 -5.711222906717219990e-08
1.860844250021934207e-04 1.201936234035180361e-04 -7.199294597850817100e-06
1.412811199361117332e-04 9.357253953642098395e-05 -5.793537783976690015e-06
1.046286733794463483e-04 7.035730184532291054e-05 -4.630571275137270436e-06
7.633304509863073789e-05 5.145355583566643768e-05 -3.714873339206751167e-06
5.548287717833196611e-05 3.705809362808817561e-05 -3.005974346565394074e-06
4.043829776851892959e-05 2.666992927647297655e-05 -2.447818351151863543e-06
2.946959641868688719e-05 1.938912697094450759e-05 -1.995050867196209606e-06
2.118446183382149335e-05 1.426872388105858332e-05 -1.600163879379581185e-06
1.469677097848035579e-05 1.055985806623220353e-05 -1.241625833207543513e-06
9.576333851798358394e-06 7.758083045338312270e-06 -9.186181244487598294e-07
5.652237601671470322e-06 5.576207016150780451e-06 -6.430110549768442376e-07
2.836791526940003770e-06 3.867951714181958804e-06 -4.162374649558215039e-07
1.019724654319214977e-06 2.554728025422267301e-06 -2.479042865320890239e-07
2.112578553323841938e-08 1.589037498530161968e-06 -1.332628269151101476e-07
-3.928556145009108370e-07 9.231645257098466101e-07 -6.495519449876042594e-08
2.122055199451167520e-04 1.392970199500723606e-04 -8.484146086401475302e-06
1.602654490912435337e-04 1.077190096763828129e-04 -6.821867668724867812e-06
1.182529763828731311e-04 8.053129646175854919e-05 -5.452421473806811541e-06
8.613851152610705654e-05 5.868474357951486528e-05 -4.383385795655833541e-06
6.261119581688924778e-05 4.224097058313307885e-05 -3.560230144719348975e-06
4.566239944200383067e-05 3.045716206719721733e-05 -2.906035922811206284e-06
3.323420905297723422e-05 2.221370129343711893e-05 -2.363085661269470671e-06
2.376450783358296704e-05 1.639423050122263762e-05 -1.883870592119008894e-06
1.631646565140028616e-05 1.214416614772874971e-05 -1.452650612526118075e-06
1.045368303680643407e-05 8.903246031270849322e-06 -1.065118513884904535e-06
5.999407360412588178e-06 6.368862774997792086e-06 -7.346595217135684522e-07
2.857025600922548086e-06 4.383640639203190054e-06 -4.695236478001668586e-07
8.805637617674980650e-07 2.866543955821684101e-06 -2.736808127591006375e-07
-1.545196982070989994e-07 1.760318567915056700e-06 -1.438693314152518001e-07
-5.445024528286786294e-07 1.009432800311451473e-06 -6.870205785885172734e-08
2.361240861618614636e-04 1.566585455509980705e-04 -9.410251780496103305e-06
1.776645299527657921e-04 1.205704145248294527e-04 -7.569362276630130530e-06
1.307456386513759609e-04 8.977799895861937488e-05 -6.069196442665322213e-06
9.513399970408004190e-05 6.525869473460926883e-05 -4.896124713433477351e-06
6.917399127980396537e-05 4.694814558832867006e-05 -3.987056929288927438e-06
5.045997320798523443e-05 3.390211669385470843e-05 -3.263645307115786546e-06
3.668425463344566605e-05 2.478615685201647535e-05 -2.652704082085234610e-06
2.613283637258127226e-05 1.832925061219101354e-05 -2.108852572387126827e-06
1.781185523120894058e-05 1.358113574048684651e-05 -1.615313147192173098e-06
1.126466991049690534e-05 9.943695875501354297e-06 -1.175813913230137791e-06
6.322977180379177771e-06 7.087870359824470621e-06 -8.026592979620151351e-07
2.878525731244066516e-06 4.851834280392226776e-06 -5.071487422209898117e-07
7.585135287385798746e-07 3.148909159558822275e-06 -2.914691896938051354e-07
-3.116353385559830889e-07 1.915871344980759936e-06 -1.501678574408887314e-07
-6.791552150842926506e-07 1.086839807526481585e-06 -7.039608960645790422e-08
2.534002222328266842e-04 1.719312895661244736e-04 -1.151058914382076779e-05
1.897554758706349997e-04 1.313481496501486270e-04 -9.214387848077639246e-06
1.393308351235911127e-04 9.732072749676851174e-05 -7.372808755773536374e-06
1.014030313717332460e-04 7.064882834299598025e-05 -5.947170610111930644e-06
7.380843719581306266e-05 5.094226088523949901e-05 -4.848867175684313158e-06
5.381028781546417150e-05 3.694988974979994135e-05 -3.957707366975462692e-06
3.894696752938604567e-05 2.713181079827188698e-05 -3.189984476827532520e-06
2.747300832323169403e-05 2.010607320976839715e-05 -2.513584394408649236e-06
1.841618323993443726e-05 1.488177317464227614e-05 -1.904741904606282592e-06
1.134614400365115758e-05 1.084563047993646787e-05 -1.365311471765579801e-06
6.099745609024393678e-06 7.671064931774427900e-06 -9.174893450790441601e-07
2.544256727671390269e-06 5.195578063144342469e-06 -5.695071200792990168e-07
4.385918948532971795e-07 3.328304994444658074e-06 -3.211436537292488259e-07
-5.469701416976302209e-07 1.995393382530042211e-06 -1.616495699264213152e-07
-8.331647406616900876e-07 1.117621675600296974e-06 -7.522653178166226166e-08
3.037757354192509936e-04 2.121201807197994991e-04 -1.474359803971671094e-05
2.259575004132503525e-04 1.605050800262781074e-04 -1.183066301893261670e-05
1.653249089577579973e-04 1.181621434379935093e-04 -9.524795992628851365e-06
1.202559232227833579e-04 8.560148581186536839e-05 -7.724331159698116030e-06
8.759156785060638931e-05 6.188263597729445637e-05 -6.299809998854510840e-06
6.375358034633545241e-05 4.513437540454602999e-05 -5.135751631265139531e-06
4.582369899229617806e-05 3.332162703002528861e-05 -4.119546615820880291e-06
3.184200140795010917e-05 2.475989320870412814e-05 -3.207354338902141067e-06
2.080966594882565948e-05 1.829507347733905437e-05 -2.388563072745483195e-06
1.229882255794726518e-05 1.324528969164587960e-05 -1.681382549137700261e-06
6.133418882980967597e-06 9.264127067527013723e-06 -1.103465796042081990e-06
2.108446028396816832e-06 6.181341971084701075e-06 -6.657436589694224442e-07
-1.100387769293910244e-07 3.881975326721506816e-06 -3.627510099540777912e-07
-1.020297938779722768e-06 2.277903672632858987e-06 -1.761480771502972199e-07
-1.181574471383180636e-06 1.249378962916649925e-06 -7.822798373869290231e-08
3.512057146379336239e-04 2.500578385037875435e-04 -1.735087333049466110e-05
2.600626770319220933e-04 1.879896864305198524e-04 -1.397078254125097270e-05
1.898602558608894974e-04 1.378263522506554747e-04 -1.129623983428405993e-05
1.380748122986120204e-04 9.976648133780123442e-05 -9.202340320629191859e-06
1.005902177846573303e-04 7.228270518013418583e-05 -7.530495437523550652e-06
7.312020972655822767e-05 5.292186098001046859e-05 -6.128875211153265383e-06
5.226763409082205793e-05 3.921164164850280494e-05 -4.893258748007986761e-06
3.590447852840470040e-05 2.917709273796900224e-05 -3.774402564635772136e-06
2.298616110698739349e-05 2.151947132148837380e-05 -2.778084852291913206e-06
1.311599379216152305e-05 1.550442439292605744e-05 -1.927619651604382787e-06
6.120054930265242282e-06 1.075773047922422705e-05 -1.240021818107894355e-06
1.694808433511347703e-06 7.096430768050933102e-06 -7.336555178630627911e-07
-6.421913013506773210e-07 4.395264138089553631e-06 -3.894479479461158974e-07
-1.465278836862113166e-06 2.536807806533176057e-06 -1.853130850056595338e-07
-1.500793349616052363e-06 1.368257134899012002e-06 -7.738053818432581898e-08
3.822023633355824839e-04 2.790547840555115304e-04 -2.053897484357504358e-05
2.821989971291691073e-04 2.082918274284496112e-04 -1.657753055290761101e-05
2.055414319534496555e-04 1.529478364205037245e-04 -1.355142828504750201e-05
1.496372525944629961e-04 1.105140505083299465e-04 -1.102993099376887228e-05
1.090692934980498337e-04 8.035261400407737813e-05 -8.968170460647631177e-06
7.876349320484347981e-05 5.924346570385277515e-05 -7.313005607626087601e-06
5.584035594018592260e-05 4.405018692022242372e-05 -5.752259583803469615e-06
3.769441349241263434e-05 3.276463094080607095e-05 -4.399138822531035824e-06
2.344812299239484312e-05 2.407112388968169335e-05 -3.203256205546713766e-06
1.277191102257069948e-05 1.721543163901871737e-05 -2.188425227724341297e-06
5.386242654831579811e-06 1.182074981571302231e-05 -1.384403535877472394e-06
9.209899384535414395e-07 7.692567205205918144e-06 -7.967068344595386095e-07
-1.247143479900889158e-06 4.691577661141205758e-06 -4.124733523311066317e-07
-1.889174929417093060e-06 2.668333432261708697e-06 -1.964260526502227159e-07
-1.758014360900131898e-06 1.415228453331615094e-06 -7.278350958656689222e-08
4.622346020653291844e-04 3.489929064031867820e-04 -2.612720732386906671e-05
3.395571904409551488e-04 2.591835960253887814e-04 -2.126701906729271899e-05
2.472485277343722493e-04 1.892492662473799951e-04 -1.739054238137911594e-05
1.798539666986099963e-04 1.376051970307963631e-04 -1.426643767166287048e-05
1.306303719872780992e-04 1.007439853565611639e-04 -1.166354473689355949e-05
9.381364626322108381e-05 7.460238484588873318e-05 -9.399669706703466779e-06
6.532704090866352112e-05 5.565254609043812319e-05 -7.365276313634233250e-06
4.287339450958196549e-05 4.137018519796952778e-05 -5.532958459013450443e-06
2.546190099002104083e-05 3.021394646691418772e-05 -3.934551998607789476e-06
1.272606517156513698e-05 2.137311234074759536e-05 -2.609124708836392081e-06
4.265579816020393931e-06 1.444336530147970428e-05 -1.596527717639341680e-06
-4.920048741762947775e-07 9.206985508094992683e-06 -8.825696115567757330e-07
-2.487390241842392651e-06 5.479753515494965048e-06 -4.414771240083673650e-07
-2.803046478167490103e-06 3.043321537427210629e-06 -2.015614744156175866e-07
-2.341962577071760915e-06 1.554422185893847403e-06 -5.793244886617300938e-08
5.947899686884795551e-04 4.777688194679794191e-04 -3.678959182925754714e-05
4.350444162370733906e-04 3.529677161177074344e-04 -3.034813342242417920e-05
3.162528718160793916e-04 2.583713392172489864e-04 -2.506010753948397125e-05
2.294507802709200804e-04 1.895616274676938345e-04 -2.061821780638376672e-05
1.650905631510366065e-04 1.403394699588315475e-04 -1.675412135976706658e-05
1.160144779897789060e-04 1.048514650362696949e-04 -1.328403408375529871e-05
7.769439346944561568e-05 7.843176698564308276e-05 -1.016152476854139221e-05
4.767074911259754473e-05 5.793161380633802350e-05 -7.413499531515285225e-06
2.516666309819869077e-05 4.169309378207016517e-05 -5.090766200993555065e-06
9.702843389651292355e-06 2.883081897307149155e-05 -3.224898855405666109e-06
4.175252877655528349e-07 1.889653167892078599e-05 -1.859592484283436920e-06
-4.028514952184380097e-06 1.162106282221209920e-05 -9.810512233385434018e-07
-5.082528685900352631e-06 6.650999551927507958e-06 -4.493740833923706430e-07
-4.517006799399868063e-06 3.555493876316404824e-06 -1.770663596085690428e-07
-3.165773288843045878e-06 1.658198392650439091e-06 -6.414535354722736242e-09
6.907660260497236503e-06 2.720382892109110146e-06 -2.531476813125388710e-08
7.200472367068234597e-06 2.923182527179100943e-06 -4.233641531854586356e-08
7.355323678523416635e-06 3.113872144224980969e-06 -5.910526044455551706e-08
7.307060402347834108e-06 3.258959355230535789e-06 -7.315868413069680527e-08
7.000825665463400913e-06 3.313494547518678438e-06 -8.195286012125098076e-08
6.419948924160098709e-06 3.234319176397226895e-06 -8.381334381162544570e-08
5.607905889199403200e-06 3.001239864601035875e-06 -7.899929991587608362e-08
4.667204415494934478e-06 2.634569260244592227e-06 -6.940764281593297477e-08
3.724143321336864551e-06 2.190469536234712893e-06 -5.794663562438904878e-08
2.882923055466401170e-06 1.736243658977697702e-06 -4.757132516809393718e-08
2.200002974537472575e-06 1.327675981342675669e-06 -3.946866318431123533e-08
1.678885602352929832e-06 9.931765632646553151e-07 -3.406184741775474880e-08
1.291461198810601746e-06 7.372881650356955240e-07 -3.051363203949690111e-08
9.997420564518940073e-07 5.493254888192453967e-07 -2.767731312459355778e-08
7.699451453982839974e-07 4.130047368099708419e-07 -2.476499189484802745e-08
1.363789415289678456e-05 5.602700588547593848e-06 -1.533627868906318369e-07
1.405643340470620467e-05 6.001265459068888126e-06 -1.881301818444495490e-07
1.412716110976295337e-05 6.336221537758353772e-06 -2.163833653816839118e-07
1.373144576199468331e-05 6.523878201767969551e-06 -2.324931301954199882e-07
1.280286031892484659e-05 6.472125457864555264e-06 -2.327610913765545465e-07
1.137994721569155576e-05 6.120001593494311504e-06 -2.175932939433968804e-07
9.625833958940857053e-06 5.476346502328477580e-06 -1.906790827799367835e-07
7.780047458433609763e-06 4.632799193230604578e-06 -1.593005257264285869e-07
6.071399077525257781e-06 3.724712064297228336e-06 -1.297632495887264370e-07
4.645825784380559188e-06 2.875089121609538924e-06 -1.055587750127736309e-07
3.539060134676254314e-06 2.161147590622756826e-06 -8.858516389682911870e-08
2.715451131127466553e-06 1.605847499634491605e-06 -7.706477143815963379e-08
2.104840904822172415e-06 1.194154587980686751e-06 -6.872524276052066083e-08
1.629048454564679592e-06 8.967773295406403377e-07 -6.146556737524014205e-08
1.239483114448717926e-06 6.799760951258291273e-07 -5.304421093539990017e-08
1.670710421723857280e-05 6.983152144885696984e-06 -2.192979194557328755e-07
1.713847132895431440e-05 7.463924652188959368e-06 -2.602988908719415046e-07
1.711242994502406965e-05 7.845262173705852866e-06 -2.908822813963966332e-07
1.649376057352004390e-05 8.019728402346169621e-06 -3.047213441001846713e-07
1.522671124065119592e-05 7.878110929409014583e-06 -2.983305995482792396e-07
1.339334180499267918e-05 7.361657533571300187e-06 -2.733182190725006334e-07
1.121617877813071938e-05 6.507940506328502415e-06 -2.362191730540436118e-07
8.991384431265676082e-06 5.442263474547535470e-06 -1.955835993404083413e-07
6.979728235530189575e-06 4.333893645668130112e-06 -1.587526925747482638e-07
5.329456728458477879e-06 3.323245620899863348e-06 -1.300399201448743905e-07
4.065952138595349319e-06 2.489171918287712757e-06 -1.098798629634169725e-07
3.128971228754643941e-06 1.848673276314588270e-06 -9.614562546923426537e-08
2.426393395636854471e-06 1.378113300996276079e-06 -8.559983120130933889e-08
1.875215876723482658e-06 1.038011704207978725e-06 -7.590854098255667753e-08
1.418307241655984186e-06 7.889129818864516922e-07 -6.535178442375221260e-08
1.865812916150953472e-05 7.862427939847919066e-06 -2.487916605720647505e-07
1.909454381675708526e-05 8.394269587112531016e-06 -2.936379455324617828e-07
1.900364437449501693e-05 8.802979319890977315e-06 -3.259320778187021548e-07
1.824046164907627807e-05 8.966244087897197798e-06 -3.391368774022166706e-07
1.675666422629572763e-05 8.765435107798439035e-06 -3.297647246236154540e-07
1.466176441404987991e-05 8.144853992120509615e-06 -3.002499639824626927e-07
1.221724399387117542e-05 7.156281472603283243e-06 -2.582934513539892468e-07
9.753941332883713197e-06 5.951352908566548315e-06 -2.133689817516781804e-07
7.552093642184607965e-06 4.716953532039983664e-06 -1.734046631279642105e-07
5.761957915930493612e-06 3.604738709722403589e-06 -1.425078791289834301e-07
4.398293661934102506e-06 2.695238913609641866e-06 -1.213040339847947293e-07
3.388640858273347091e-06 2.001461797446308897e-06 -1.067771499895561817e-07
2.629135244363267764e-06 1.493761680188590307e-06 -9.539666239983251455e-08
2.029915473382134624e-06 1.126783280020538083e-06 -8.407521012477550782e-08
1.530929582717257524e-06 8.574227269827218017e-07 -7.175100441265944985e-08
2.043514532271262078e-05 8.657098558266286558e-06 -2.594911679440330967e-07
2.087552807383868454e-05 9.235166922716941579e-06 -3.081051946324689741e-07
2.072478532904058115e-05 9.668784003690064364e-06 -3.429292012695962680e-07
1.982995528146166406e-05 9.822160600076516689e-06 -3.567159125854315078e-07
1.814929992679610845e-05 9.567657150329797033e-06 -3.461962423573148033e-07
1.581686715625491626e-05 8.851963408041137369e-06 -3.144445079292227703e-07
1.312884622951304136e-05 7.742181591943172875e-06 -2.700907695397955044e-07
1.044875847995349870e-05 6.410560421734140796e-06 -2.229629270808256930e-07
8.073179940800739765e-06 5.062377506253461425e-06 -1.818160033419097487e-07
6.155103366296450818e-06 3.858712150832673441e-06 -1.504325264759231521e-07
4.700854338317553840e-06 2.881429918182662610e-06 -1.288331614598756289e-07
3.625527701551943462e-06 2.139595626586886084e-06 -1.139039471275556495e-07
2.814563917633410807e-06 1.598142907118216258e-06 -1.019585506983916109e-07
2.171304843460914844e-06 1.206990319971463546e-06 -9.004254294895857968e-08
1.633282998437660065e-06 9.193473231342175194e-07 -7.680029044214457369e-08
3.477035285186703582e-05 1.538263198075005643e-05 -7.942763520679379098e-07
3.510595269015065576e-05 1.631406968551653958e-05 -8.638135084665351301e-07
3.429532130728356418e-05 1.688677415332818078e-05 -8.919178856772065069e-07
3.214577944837935277e-05 1.685283616969030564e-05 -8.684092127895109189e-07
2.871984574229856894e-05 1.603099246155803207e-05 -7.957374515416931027e-07
2.439909027347483361e-05 1.442290842905229368e-05 -6.883308199651490744e-07
1.977842918277466626e-05 1.225313901156966163e-05 -5.690143805520427560e-07
1.545185847656846664e-05 9.878157585980405393e-06 -4.590107917787655223e-07
1.182128220126678565e-05 7.634175360680286977e-06 -3.690655737803968028e-07
9.002140823744200741e-06 5.738077732613067485e-06 -3.043663827965182546e-07
6.912699230698950273e-06 4.259690869289320910e-06 -2.612334230833674641e-07
5.361074273163932603e-06 3.169885775005387650e-06 -2.300062690387624492e-07
4.167505907352534109e-06 2.384488795394815512e-06 -2.022543146672676014e-07
3.192427068270588128e-06 1.816079159872682336e-06 -1.747349681812650497e-07
2.352552184729617148e-06 1.390108022435714512e-06 -1.452550513500478127e-07
4.884702237774336396e-05 2.249027302984126205e-05 -1.320602033311133594e-06
4.874553214087536573e-05 2.366400882875190710e-05 -1.390762394185680683e-06
4.690880202926885013e-05 2.418035041042023938e-05 -1.387000001046128484e-06
4.319408959665361667e-05 2.370508483518837800e-05 -1.305157609440566060e-06
3.786143045001240804e-05 2.207440294597525418e-05 -1.158949642518474277e-06
3.158027204003368063e-05 1.942197012054326381e-05 -9.814909033465080260e-07
2.522637694545854225e-05 1.615913759456293958e-05 -8.060216127323104193e-07
1.952397587418546222e-05 1.280632607541662960e-05 -6.460257498565073880e-07
1.488960090376248309e-05 9.780408304790917057e-06 -5.273438363147347861e-07
1.136607104309827657e-05 7.309410726164355735e-06 -4.403853819932777001e-07
8.770814663445022946e-06 5.428981699170828574e-06 -3.824471853957980544e-07
6.827574931668875956e-06 4.059616989507703675e-06 -3.348192437074764176e-07
5.292186455531334042e-06 3.073386525957058518e-06 -2.932052832779307849e-07
4.004964296770445773e-06 2.352192322510925192e-06 -2.496182873441260485e-07
2.893460383102001279e-06 1.802810252929751481e-06 -2.029350582294808220e-07
5.866536972890718692e-05 2.756197652071706430e-05 -1.647014935782631481e-06
5.818112545230829519e-05 2.886843814063480153e-05 -1.713551175721185466e-06
5.555767932362411726e-05 2.929059342944691509e-05 -1.683093412232952968e-06
5.069287059202708692e-05 2.845264881804323169e-05 -1.569208891865530778e-06
4.401330969709301013e-05 2.621229503119142863e-05 -1.382343966928454746e-06
3.639788261243413162e-05 2.280986125238045964e-05 -1.159021873678600740e-06
2.886968591199814971e-05 1.879056152644095065e-05 -9.421317753512040133e-07
2.224803902631037930e-05 1.477433561135764002e-05 -7.600753135218030589e-07
1.694706969760561966e-05 1.122607651936932757e-05 -6.234134298160875975e-07
1.295952463801097838e-05 8.370091837927080581e-06 -5.257304659638868360e-07
1.002625463612081678e-05 6.220787179909205150e-06 -4.569696980799887206e-07
7.814040130190427140e-06 4.663387816693082971e-06 -4.024760970904330141e-07
6.041364779804695394e-06 3.543118893970544155e-06 -3.513679785056831426e-07
4.541251356052137610e-06 2.718184453916831756e-06 -2.973410559804195167e-07
3.243727704167086651e-06 2.083809197980247164e-06 -2.393436339982594249e-07
6.767960587529124909e-05 3.220116614982569453e-05 -1.864669256950396783e-06
6.683333048809740769e-05 3.362527066050292543e-05 -1.928038757540904112e-06
6.347215251202188301e-05 3.395589296611400525e-05 -1.888017483855945815e-06
5.755715268933525385e-05 3.277604182101062950e-05 -1.745854213213290853e-06
4.964667823401024637e-05 2.997751937197640684e-05 -1.527939305477231044e-06
4.079666767750618581e-05 2.589375621116527204e-05 -1.278756560701494382e-06
3.219748850980613076e-05 2.118575167113775573e-05 -1.039623249878787492e-06
2.474355452212235955e-05 1.656343559519535475e-05 -8.402994737674062596e-07
1.883836668694287598e-05 1.253752811069342472e-05 -6.924200343455343522e-07
1.442303224290398033e-05 9.334922112904458325e-06 -5.894803930325628628e-07
1.117716146415196817e-05 6.941121791143800232e-06 -5.159978106945586638e-07
8.716434790171637129e-06 5.214499109391845757e-06 -4.560951636852565277e-07
6.728644159725582859e-06 3.970804989030412241e-06 -3.972416452116413070e-07
5.032964278227336170e-06 3.050852438941754453e-06 -3.342897751404200520e-07
3.564363101345987126e-06 2.338701810850557186e-06 -2.675614734004493227e-07
7.740886872801553732e-05 3.808935006747841707e-05 -2.595294728662487225e-06
7.571949104401835178e-05 3.945694519437546196e-05 -2.608302831459937066e-06
7.110780842408246001e-05 3.939312871384344417e-05 -2.486664520383465677e-06
6.370211823082167933e-05 3.749494420794914943e-05 -2.248242718631854477e-06
5.431506307912837108e-05 3.378666972260522503e-05 -1.932604042811711652e-06
4.421486221521808029e-05 2.878391632174061432e-05 -1.588245910126631622e-06
3.469229906185112894e-05 2.329368577364876648e-05 -1.284286223425496233e-06
2.661364028656180164e-05 1.807604258058343217e-05 -1.037086651221895268e-06
2.029810906873361943e-05 1.363812955587040818e-05 -8.620234857973365993e-07
1.559453679123192746e-05 1.015752139721369811e-05 -7.330600933821378496e-07
1.211622460186772079e-05 7.580476334940619511e-06 -6.435224925546267132e-07
9.439633440362761739e-06 5.720981222991002938e-06 -5.645691400935886004e-07
